Team,Season,Density,Mean_Degree,Std_Degree,Max_Degree,Gini,Win_Pct,N_Players
CHA,2016-17,0.6537454761474474,3765.818181818182,2740.644642753095,10191,0.39065627304329503,0.439,11
CHA,2017-18,0.6147119262295164,3225.4285714285716,2553.550153757529,10386,0.410658922085975,0.439,14
CHA,2018-19,0.6468873874249219,3162.133333333333,2336.266875927396,10749,0.34347276100522856,0.476,15
CHA,2019-20,0.6586366844381344,3089.090909090909,2223.90461104074,8350,0.3729145486649901,0.348,11
CHA,2020-21,0.7574408795221146,3323.076923076923,1880.506456395292,6776,0.3111360398860399,0.458,13
CHA,2021-22,0.689219115958893,3842.7272727272725,2580.406067089903,9455,0.3636062541669355,0.524,11
CHA,2022-23,0.7140212270195581,2428.285714285714,1536.7779572195582,5690,0.3509824685257089,0.329,14
CHA,2023-24,0.6432234418154706,1603.4117647058824,1194.1593675702209,4428,0.394146564635099,0.256,17
CHI,2015-16,0.6967434175116324,3334.714285714286,2200.0234553480636,7833,0.3573815337727431,0.512,14
CHI,2016-17,0.6555000106573708,2594.0,1880.521168896183,6657,0.3952608583911591,0.5,15
CHI,2017-18,0.7207977694964205,2851.3333333333335,1774.6009754934269,6042,0.34899228431143325,0.329,15
CHI,2018-19,0.7409951509929706,2258.153846153846,1335.0569475698173,4454,0.32833020637898686,0.268,13
CHI,2019-20,0.6663340305361557,2551.1428571428573,1805.2807006566225,6360,0.38781738476553124,0.338,14
CHI,2020-21,0.6427184885857442,2385.5714285714284,1778.636906425243,5842,0.4188830811083641,0.431,14
CHI,2021-22,0.7113185624238422,3257.3333333333335,2075.1025409737117,6743,0.36359411243007234,0.561,12
CHI,2022-23,0.7389718038254591,3648.181818181818,2168.23450669734,7301,0.33607593502933647,0.488,11
CHI,2023-24,0.6751893687934016,3671.0,2546.165941175084,8339,0.3783899331093556,0.476,12
CLE,2015-16,0.7474864714116463,3910.7272727272725,2272.9934644112373,8377,0.3218103204155554,0.695,11
CLE,2016-17,0.5510522282233773,2943.5384615384614,2656.8757423069624,8941,0.4609353955509812,0.622,13
CLE,2017-18,0.6214851467709892,2247.1666666666665,1753.7245048435884,7631,0.34734480456871614,0.61,12
CLE,2018-19,0.6147725722372983,2137.285714285714,1691.858125957182,6467,0.4150792059354321,0.232,14
CLE,2019-20,0.6821080673279484,2592.8333333333335,1770.0590777962439,5532,0.3880782498767972,0.292,12
CLE,2020-21,0.6522481005578277,2359.0,1722.4883163609557,6050,0.38806221937694113,0.306,14
CLE,2021-22,0.7205098002558231,2870.5,1787.8080853380209,8073,0.29709303450811897,0.537,12
CLE,2022-23,0.7165166838999365,3446.5454545454545,2167.876856769245,7791,0.3468510809722036,0.622,11
CLE,2023-24,0.7718768788794859,3621.846153846154,1968.976963812342,6725,0.3109434529449821,0.585,13
DAL,2015-16,0.6598677997810164,3766.0,2703.807209948858,9588,0.40271711446129166,0.512,14
DAL,2016-17,0.7648807364533581,2320.6666666666665,1286.648769305577,4418,0.3151692521306138,0.402,12
DAL,2017-18,0.6532211180472496,3338.769230769231,2432.666727746327,8344,0.405446502626486,0.293,13
DAL,2018-19,0.7512647842020227,2324.4285714285716,1337.483175556971,4935,0.3256538802602351,0.402,14
DAL,2019-20,0.6434937908074869,2654.6666666666665,1975.9291372808784,7730,0.40493889167922315,0.571,15
DAL,2020-21,0.6369628375735221,2775.6923076923076,2095.5103797116562,8108,0.4040827812028344,0.583,13
DAL,2021-22,0.6244250418887793,2803.0,2173.8584196242928,7499,0.4053565057846185,0.634,14
DAL,2022-23,0.6276451892348538,1943.857142857143,1497.220370130828,6016,0.4080882738926393,0.463,14
DAL,2023-24,0.6879684529329682,2734.8333333333335,1841.814360593621,7620,0.33035224571881283,0.61,12
DEN,2015-16,0.6943882236645207,2772.1428571428573,1839.0751502217806,7534,0.3556668016343358,0.402,14
DEN,2016-17,0.7332447597078761,3240.923076923077,1954.7927476820994,6852,0.3380949251071723,0.488,13
DEN,2017-18,0.6076794501989935,3506.3333333333335,2817.321787718889,9103,0.4366067750419875,0.561,12
DEN,2018-19,0.7119701568995981,4454.0,2832.9444688585695,10286,0.327327650510081,0.659,11
DEN,2019-20,0.530956468268275,2917.8571428571427,2742.4653105539614,9857,0.4989298828466515,0.63,14
DEN,2020-21,0.6161393847205104,2974.3333333333335,2347.6693525470932,9481,0.3992958272628787,0.653,12
DEN,2021-22,0.671534274210717,3643.5384615384614,2548.204605218971,9902,0.3740690336138548,0.585,13
DEN,2022-23,0.5558278199096308,2889.076923076923,2582.644573704024,8973,0.47414665317642046,0.646,13
DEN,2023-24,0.6551314096876445,3798.3636363636365,2755.8726805505653,10678,0.38263976222905904,0.695,11
DET,2015-16,0.7105838543686659,2922.5454545454545,1865.1552391465175,7351,0.3450801407128395,0.537,11
DET,2016-17,0.7848334874704412,3866.7272727272725,2024.6134576487832,7727,0.2960369672176697,0.451,11
DET,2017-18,0.6613348958460802,2341.8571428571427,1675.8490750807425,6379,0.39228416310097514,0.476,14
DET,2018-19,0.6009766857611978,2981.5384615384614,2429.4655194217453,8032,0.42497420020639837,0.5,13
DET,2019-20,0.7400103630416451,1562.3076923076924,926.0313489140623,3275,0.33528008180888536,0.303,13
DET,2020-21,0.8281656834696187,1775.3333333333333,808.6791425253625,2906,0.25832019026160974,0.278,15
DET,2021-22,0.6680498680991712,2671.4285714285716,1883.1093858784925,6499,0.39718105423987776,0.28,14
DET,2022-23,0.6674370504661316,2302.285714285714,1625.1408039468645,6289,0.3684758713612027,0.207,14
DET,2023-24,0.5406399814579518,1773.2941176470588,1634.5691198638426,6010,0.49044454244246627,0.171,17
GSW,2015-16,0.7124985169876406,4235.454545454545,2690.4695894156184,9698,0.3355928896173584,0.89,11
GSW,2016-17,0.7575817288556262,4088.5454545454545,2312.792973623661,8505,0.3104419927473247,0.817,11
GSW,2017-18,0.7944283462966168,3602.4285714285716,1832.5238144734285,7885,0.2719423971357191,0.707,14
GSW,2018-19,0.724967859115624,3591.5714285714284,2212.1616356045997,7617,0.34257359918630353,0.695,14
GSW,2019-20,0.9290849440483148,1752.2857142857142,484.112653443896,2297,0.14474389136055532,0.231,7
GSW,2020-21,0.6964241199895501,3010.6153846153848,1987.7053464683086,7429,0.3389701922585565,0.528,13
GSW,2021-22,0.7522958862064789,3324.0,1907.3626818201094,7315,0.3098382136649285,0.646,15
GSW,2022-23,0.7226901205259031,3773.076923076923,2337.234409807996,7787,0.3491539245667686,0.537,13
GSW,2023-24,0.7749929323154017,3374.714285714286,1818.3865858255235,7329,0.30364777668253096,0.561,14
HOU,2015-16,0.6760462624308965,3329.4,2304.725805817256,8478,0.36965218958370877,0.5,10
HOU,2016-17,0.6043619066405015,3527.818181818182,2854.3465680569543,11477,0.3929101872718839,0.671,11
HOU,2017-18,0.6175375588062378,3003.076923076923,2363.3561033001183,8888,0.4202001891551072,0.793,13
HOU,2018-19,0.5879705824113716,2894.1666666666665,2422.756963782285,8964,0.43922161435838375,0.646,12
HOU,2019-20,0.5874084466929044,2289.3333333333335,1918.6647845716968,6881,0.4466244418559503,0.611,12
HOU,2020-21,0.7693978840053831,1570.2857142857142,859.6760543177569,3205,0.30661909960490746,0.236,14
HOU,2021-22,0.7928612629262003,2926.8333333333335,1495.9946988171075,6012,0.28710874475637305,0.244,12
HOU,2022-23,0.7637354371439966,3342.7272727272725,1859.2113719585072,6606,0.31022819986649197,0.268,11
HOU,2023-24,0.6639307332361236,3378.8333333333335,2403.9187393827515,9121,0.37963876420197634,0.5,12
IND,2015-16,0.6799094222584894,3707.0,2543.510304022114,8452,0.3700881215718011,0.549,12
IND,2016-17,0.6974561747089775,3666.1666666666665,2414.614973908309,9977,0.3398455850040157,0.512,12
IND,2017-18,0.7257037860362425,3865.5,2376.4894452392027,7280,0.34622874717946506,0.585,12
IND,2018-19,0.7928781873993688,4172.909090909091,2132.7925123711507,8010,0.29061914513528825,0.585,11
IND,2019-20,0.7543749431313945,3390.3636363636365,1934.590220773911,7043,0.3197687173661861,0.589,11
IND,2020-21,0.6306935033031394,3163.5384615384614,2420.791657396545,7881,0.4024554932496381,0.472,13
IND,2021-22,0.7018777407449325,1626.9333333333334,1060.3182205776193,4394,0.3395563568813856,0.305,15
IND,2022-23,0.7238000819712241,3627.230769230769,2240.6686898144476,8167,0.3461228511489359,0.427,13
IND,2023-24,0.693992293695198,2935.846153846154,1949.495115946842,7917,0.3550965619822718,0.573,13
LAC,2015-16,0.7166267741018378,3479.6666666666665,2188.1169733103598,9837,0.3041997956381518,0.646,12
LAC,2016-17,0.7122963225339629,3796.769230769231,2412.99574910672,8342,0.36080816140786154,0.622,13
LAC,2017-18,0.7219510218222867,2592.8571428571427,1609.108664409446,5966,0.336017316017316,0.512,14
LAC,2018-19,0.6298472480867056,2335.230769230769,1790.2046360830525,5093,0.4174745473249986,0.585,13
LAC,2019-20,0.752616192190823,2548.8333333333335,1461.3030619583635,5296,0.3243477407964428,0.681,12
LAC,2020-21,0.7900286989482753,2492.153846153846,1284.79365874919,4841,0.28759610042405276,0.667,13
LAC,2021-22,0.6376851866254305,2261.714285714286,1704.816430359729,6848,0.3957626506893814,0.512,14
LAC,2022-23,0.7589666384437445,2191.4666666666667,1234.9862005526845,4523,0.3196925448203131,0.537,15
LAC,2023-24,0.6509032785448366,2949.230769230769,2159.8491098951317,8339,0.394907908992416,0.622,13
LAL,2015-16,0.6546972632258011,2995.733333333333,2175.619282462403,7808,0.3995074476292208,0.207,15
LAL,2016-17,0.678412537917088,2556.0,1759.800638059404,6505,0.37165053814953214,0.317,14
LAL,2017-18,0.7475621148871112,2744.909090909091,1595.0767695714355,5512,0.3262960130549718,0.427,11
LAL,2018-19,0.6595084971263856,2577.5,1852.0026997820494,6581,0.4013094083414161,0.451,16
LAL,2019-20,0.686700920422358,3061.1666666666665,2067.677111854965,8763,0.3381608319268253,0.732,12
LAL,2020-21,0.7606470603774823,3210.3076923076924,1800.8371721813328,7691,0.2980119511484825,0.583,13
LAL,2021-22,0.602101416567654,2767.3333333333335,2249.6390722859423,8492,0.42457239219465187,0.402,15
LAL,2022-23,0.6564516286886005,1880.923076923077,1360.7038598030213,4366,0.3989794762737671,0.524,13
LAL,2023-24,0.5612773595979705,3189.3846153846152,2819.76656258202,7747,0.4648371261173345,0.573,13
MEM,2015-16,0.5625668428557896,1702.3076923076924,1501.090392635935,5479,0.464639021168619,0.512,13
MEM,2016-17,0.6496619286453572,3377.285714285714,2480.0918309199596,9152,0.38864079957942316,0.524,14
MEM,2017-18,0.7308159302576483,3168.0,1922.6748595081322,7684,0.3307109557109557,0.268,13
MEM,2018-19,0.6842067391605902,1556.625,1057.527710925345,4778,0.33014133140608687,0.402,16
MEM,2019-20,0.6720510342337301,2525.3846153846152,1764.1257385180272,6641,0.3816162515522857,0.466,13
MEM,2020-21,0.7930349152287154,3053.8333333333335,1560.0830551252354,6819,0.2740863031890702,0.528,12
MEM,2021-22,0.7302762788380938,3063.0,1861.4997026207504,6375,0.34410708455762323,0.683,14
MEM,2022-23,0.6933847660955242,2991.4285714285716,1989.2453599394964,7064,0.361560240141902,0.622,14
MEM,2023-24,0.7846322807323353,1688.8,884.7802891113703,3572,0.29519974735512394,0.329,15
MIA,2015-16,0.6651533070180865,3297.230769230769,2339.437642940521,9506,0.37181281764148505,0.585,13
MIA,2016-17,0.7082829152305592,3432.0,2202.545194390647,8650,0.3441344535094535,0.5,12
MIA,2017-18,0.6922037222168619,3581.6923076923076,2388.3776078403384,8973,0.37186150475957613,0.537,13
MIA,2018-19,0.7815143593895193,3285.818181818182,1737.3467136141205,6103,0.29828665137430077,0.476,11
MIA,2019-20,0.7220998763144714,3083.3333333333335,1912.7852437973502,6327,0.35236036036036034,0.603,12
MIA,2020-21,0.662413525331031,2401.1428571428573,1714.1385532073646,5427,0.400974025974026,0.556,14
MIA,2021-22,0.7587945623945466,3670.3333333333335,2069.3642877839457,7884,0.3189083643629098,0.646,12
MIA,2022-23,0.7630002606918653,3568.3333333333335,1988.735416176711,6133,0.3146310135450724,0.537,12
MIA,2023-24,0.7707275311176084,2633.8571428571427,1436.5400326152148,5339,0.3094282459960173,0.561,14
MIL,2015-16,0.7395680412472471,3557.3846153846152,2111.0032080455726,7606,0.32921267203151044,0.402,13
MIL,2016-17,0.6140228128901664,3124.8571428571427,2477.5289203196817,8881,0.4274709701014904,0.512,14
MIL,2017-18,0.6345652964394374,3327.8333333333335,2525.3891064326876,7852,0.4051643545182885,0.537,12
MIL,2018-19,0.5915038203548565,2706.75,2249.382790344943,7595,0.45226055232289647,0.732,16
MIL,2019-20,0.7451793835675831,2874.923076923077,1681.1756628822154,6278,0.3280519983040452,0.767,13
MIL,2020-21,0.6624871810331016,2598.181818181818,1854.496149077196,5313,0.4011133023729245,0.639,11
MIL,2021-22,0.6263560163627903,2643.6666666666665,2041.8557871592097,6376,0.4279094691716051,0.622,12
MIL,2022-23,0.6947174090947167,2875.0,1905.8327138900029,6787,0.3699130434782609,0.707,12
MIL,2023-24,0.5960808444762401,2896.6153846153848,2384.434928655861,8465,0.43148502230720204,0.598,13
MIN,2015-16,0.7302480760049231,3734.4,2269.6970811101646,9022,0.32221508140531274,0.354,10
MIN,2016-17,0.6882722800471908,3984.7272727272725,2681.675191873681,10059,0.369310922696577,0.378,11
MIN,2017-18,0.7910186355339182,4458.8,2291.8089710968497,8618,0.2848793397326635,0.573,10
MIN,2018-19,0.7385614927333213,3092.5714285714284,1839.9718831037187,6770,0.33659658430999895,0.439,14
MIN,2019-20,0.7431758777126956,923.7142857142857,543.0124214011299,1874,0.3277362909283726,0.292,14
MIN,2020-21,0.7272012315739341,2836.6666666666665,1737.4095532014194,6861,0.33874500587544065,0.319,15
MIN,2021-22,0.761198290341571,3606.8333333333335,2020.2070782196781,7757,0.3044645195077245,0.561,12
MIN,2022-23,0.7629349650457077,2425.5384615384614,1352.0668289915154,5631,0.2997004264288293,0.512,13
MIN,2023-24,0.8155716203570424,4249.0,2020.5497766697063,8038,0.2578771475641327,0.683,10
NOP,2015-16,0.7547233382889321,2684.0,1530.0891477296348,6550,0.3113164431197218,0.366,15
NOP,2016-17,0.6018724496504182,2583.818181818182,2101.458576503551,6686,0.44581342238087013,0.415,11
NOP,2017-18,0.5450181631951684,2938.6153846153848,2684.9381754366636,8399,0.5047379718339354,0.585,13
NOP,2018-19,0.6924582266155102,2708.8571428571427,1805.2666940745055,7140,0.3538580921240978,0.402,14
NOP,2019-20,0.7050888459475873,3199.285714285714,2069.0772418286033,8091,0.3294772430070488,0.417,14
NOP,2020-21,0.6890810090062263,2734.1428571428573,1836.5793070326172,6377,0.37521366245437515,0.431,14
NOP,2021-22,0.6859978572638731,2349.714285714286,1589.7176042380893,5736,0.3728286548082268,0.439,14
NOP,2022-23,0.7321623973132956,3226.153846153846,1951.2689695979836,8369,0.3181504713693555,0.512,13
NOP,2023-24,0.817675602821371,3735.0,1763.690921524139,6593,0.2659564182656552,0.598,12
NYK,2015-16,0.8376360349039167,4544.333333333333,2000.7246742673572,8506,0.24873468788967945,0.39,12
NYK,2016-17,0.7170298066910846,3002.6153846153848,1886.259527720711,7656,0.3353329050413643,0.378,13
NYK,2017-18,0.7686505291258473,3043.285714285714,1669.6003126741539,6194,0.3087794475627175,0.354,14
NYK,2018-19,0.8142248114758778,2232.923076923077,1066.584950025689,4680,0.2617737781028397,0.207,13
NYK,2019-20,0.6727021827721823,2200.0,1534.5562659392235,5062,0.38955151515151515,0.318,15
NYK,2020-21,0.703342000848103,2998.1666666666665,1947.1550115203693,7730,0.35026960920562566,0.569,12
NYK,2021-22,0.6600411636644332,3057.8571428571427,2194.546808313177,7537,0.4023659358627824,0.451,14
NYK,2022-23,0.5600801219575525,2906.6666666666665,2576.0657514037866,8680,0.4756758409785933,0.573,15
NYK,2023-24,0.5704012977391606,2824.3076923076924,2451.0560168288966,9022,0.45886513530047685,0.61,13
OKC,2015-16,0.6055297552784217,3164.5,2554.138716540927,10111,0.40165639648180335,0.671,12
OKC,2016-17,0.5803966181226199,2862.8333333333335,2434.182403235678,10035,0.40366478430459335,0.573,12
OKC,2017-18,0.5781326106560774,3300.3333333333335,2819.2400079138743,10783,0.4421144328855671,0.585,12
OKC,2018-19,0.5427777893235063,2945.5384615384614,2703.443661912727,9453,0.4801163528835105,0.598,13
OKC,2019-20,0.6486462322939949,3286.5,2418.8113299718107,7690,0.39942018696012305,0.611,12
OKC,2020-21,0.7062697476343786,1898.6153846153845,1224.407645696578,4813,0.35277654846571466,0.306,13
OKC,2021-22,0.7342362132755409,2671.176470588235,1607.0618142251046,6723,0.31530499889892094,0.293,17
OKC,2022-23,0.66280145356795,2781.8571428571427,1984.202281491872,7665,0.3709165071050759,0.488,14
OKC,2023-24,0.6021283421516067,2840.4285714285716,2308.930386696889,7420,0.4483262801675516,0.695,14
ORL,2015-16,0.7333925097431817,3024.6153846153848,1823.635740384978,7077,0.33099225291493856,0.427,13
ORL,2016-17,0.7420801170156052,3541.2727272727275,2087.7398867461297,8154,0.32326240274076184,0.354,11
ORL,2017-18,0.7212820596159581,2621.1428571428573,1629.3732737792539,6477,0.34208477373945,0.305,14
ORL,2018-19,0.6923550475613148,3384.5,2256.082537644992,7803,0.36967958503635856,0.512,12
ORL,2019-20,0.6930583499772591,2848.6153846153848,1895.731502347862,6746,0.36898648985492793,0.458,13
ORL,2020-21,0.7826836900204996,1194.2857142857142,629.3051075331797,2520,0.2929084073820916,0.292,14
ORL,2021-22,0.7256446211214289,3042.6153846153848,1870.8622256744673,7621,0.33370932046160845,0.268,13
ORL,2022-23,0.6408815362052654,2599.285714285714,1945.73641690791,5848,0.41680995563930434,0.415,14
ORL,2023-24,0.7300182532155894,3329.230769230769,2024.6233516326763,8247,0.3257606995592208,0.573,13
PHI,2015-16,0.798950754749674,3929.6666666666665,1971.273714012226,7392,0.27965688353549917,0.122,12
PHI,2016-17,0.7526029786005208,3826.909090909091,2194.130287610165,8636,0.3085976642133997,0.341,11
PHI,2017-18,0.6229931134115516,3893.846153846154,3029.0874189623473,11838,0.40227638817129135,0.634,13
PHI,2018-19,0.5343858818122097,2366.1428571428573,2208.6481921606924,7795,0.4940055717994497,0.622,14
PHI,2019-20,0.7029563860387958,3052.923076923077,1984.5487943509384,7558,0.354658645124277,0.589,13
PHI,2020-21,0.6666107510499347,2888.4285714285716,2042.684393295314,7380,0.3972430457914409,0.681,14
PHI,2021-22,0.6428132594168045,2986.5,2226.218411716754,7883,0.4074167085216809,0.622,12
PHI,2022-23,0.6381840823035234,3350.153846153846,2522.5257137106373,8499,0.42235983157180806,0.659,13
PHI,2023-24,0.6327118971988895,2495.5714285714284,1901.3866261338899,8239,0.36911508549839306,0.573,14
PHX,2015-16,0.7798628621326731,3081.285714285714,1637.0785140684272,6207,0.29378804236238515,0.28,14
PHX,2016-17,0.7288224069416808,3130.923076923077,1909.8024248008348,7672,0.3321137120459021,0.293,13
PHX,2017-18,0.73667292318041,2517.8571428571427,1505.3638789884874,5980,0.33063019250253295,0.256,14
PHX,2018-19,0.8475692750437602,3054.3076923076924,1295.2733827631425,6294,0.22747966786651116,0.232,13
PHX,2019-20,0.7128407454571523,2919.3846153846152,1852.9191330464123,7832,0.32174244389674406,0.466,13
PHX,2020-21,0.6369581554917864,2857.8571428571427,2157.562608167667,8633,0.40118541793123147,0.722,14
PHX,2021-22,0.7326501072476981,2976.6153846153848,1798.1023988322775,7242,0.33227047915904645,0.78,13
PHX,2022-23,0.6597122168970833,2030.125,1458.0375027326972,5661,0.39373730065882645,0.549,16
PHX,2023-24,0.589389745295703,2862.923076923077,2389.5894227811305,6706,0.46636243008965883,0.598,13
POR,2015-16,0.6540579554771218,3842.7272727272725,2794.6866498901773,10174,0.3735595844893219,0.537,11
POR,2016-17,0.7073223482401557,3295.6,2119.9254326508744,8099,0.3299247481490472,0.5,10
POR,2017-18,0.7760030571868499,4028.4,2164.3222126106825,8690,0.2926819580975077,0.598,10
POR,2018-19,0.6750070834454142,3460.3333333333335,2401.047317780768,9766,0.35550524997591754,0.646,12
POR,2019-20,0.6069655541768784,2349.4545454545455,1890.6029516165356,6529,0.42595432736277805,0.473,11
POR,2020-21,0.6976668440417444,2771.4,1824.3915807742592,7266,0.3411200115465108,0.583,10
POR,2021-22,0.693051863146581,1287.0526315789473,856.5366292400558,3447,0.3660664706667298,0.329,19
POR,2022-23,0.6400666244631854,2402.8571428571427,1801.88230379642,6541,0.40201290980125703,0.402,14
POR,2023-24,0.6921365965380204,2362.125,1575.3824486057347,6187,0.3633215589776155,0.256,16
SAC,2015-16,0.6523459837091474,3745.8333333333335,2734.532435150274,10620,0.3813978494623656,0.402,12
SAC,2016-17,0.7463487277089497,2298.4285714285716,1339.9192787139782,5564,0.30287330296653436,0.39,14
SAC,2017-18,0.80216335175977,3404.8333333333335,1690.8996044183764,7560,0.26226605968639355,0.329,12
SAC,2018-19,0.5812920561821969,2814.285714285714,2388.5074068658573,8929,0.4554133430021755,0.476,14
SAC,2019-20,0.6764492237399685,2770.3333333333335,1915.9565206154573,5532,0.38700216580435565,0.431,12
SAC,2020-21,0.5850580226495202,2386.923076923077,2010.169317841294,7039,0.4518356925060116,0.431,13
SAC,2021-22,0.6406901016002081,1826.8,1368.0487905529294,5264,0.38966498795708343,0.366,15
SAC,2022-23,0.7058993246659979,4046.5454545454545,2611.9270964222555,9015,0.35354715378079865,0.585,11
SAC,2023-24,0.6615752045766704,4074.181818181818,2913.948580633933,10695,0.37862289442082375,0.561,11
SAS,2015-16,0.7366736397156122,3542.4285714285716,2117.9256264523724,8046,0.33608904302939874,0.817,14
SAS,2016-17,0.8398636576101716,3835.6666666666665,1674.8712056619624,6808,0.249065786043278,0.744,12
SAS,2017-18,0.8897595480865276,4131.636363636364,1454.3075373603551,6148,0.1985365892688547,0.573,11
SAS,2018-19,0.8858594942734511,4171.0,1497.1925727841426,6497,0.20479501318628626,0.585,10
SAS,2019-20,0.7851584098656578,3083.6666666666665,1613.0504917357327,5873,0.2924368536734767,0.451,12
SAS,2020-21,0.6500908806226569,2484.6153846153848,1822.845093990817,6482,0.40801619433198383,0.472,13
SAS,2021-22,0.6471641921257759,2436.923076923077,1799.3717904415103,7150,0.3860771173271173,0.415,13
SAS,2022-23,0.7179879843606259,1957.7333333333333,1226.9553355992855,5300,0.3326522736043951,0.268,15
SAS,2023-24,0.7732071184155659,3472.8333333333335,1880.8351351342722,7202,0.3057541872630417,0.268,12
TOR,2015-16,0.6293568630675284,3876.0,2974.4951392351163,10851,0.41204420364637084,0.683,12
TOR,2016-17,0.6645692612153709,2989.846153846154,2124.125370997667,7081,0.3828262917487987,0.622,13
TOR,2017-18,0.7290290186860366,3859.1666666666665,2352.7864980817017,8942,0.33106600446267903,0.72,12
TOR,2018-19,0.721901461251914,3326.181818181818,2064.4595514733196,7449,0.3484152777363666,0.707,11
TOR,2019-20,0.751777551840801,3304.6666666666665,1898.906191001078,7067,0.3104574339318136,0.736,12
TOR,2020-21,0.6676006355662361,2342.0,1652.5652353667788,5732,0.38117168301992016,0.375,14
TOR,2021-22,0.6124580408588802,3147.4285714285716,2503.669955265262,8538,0.4244702510633883,0.585,14
TOR,2022-23,0.5715457063164683,3192.714285714286,2764.310490845035,8971,0.44744731307888497,0.5,14
TOR,2023-24,0.735357503224031,1560.0,935.8475913767767,3746,0.3296114599686028,0.305,14
UTA,2015-16,0.8416866947193848,4340.153846153846,1882.2989563155863,8044,0.2457306615259187,0.488,13
UTA,2016-17,0.8847689427665326,3991.5,1440.475818378543,6525,0.20020668921458099,0.622,12
UTA,2017-18,0.7000946821077049,3530.1666666666665,2310.515593012857,8443,0.35213162740191684,0.585,12
UTA,2018-19,0.7139030329853775,3760.0,2380.2625205356376,7542,0.35738401300236405,0.61,12
UTA,2019-20,0.7618897443853395,3529.6363636363635,1973.208382891693,6677,0.31870864416066086,0.611,11
UTA,2020-21,0.8097527751436603,3813.6,1848.4941547108015,6061,0.27338997272917975,0.722,10
UTA,2021-22,0.5950966762298323,2664.0,2197.43546330367,6759,0.45165875935106703,0.598,13
UTA,2022-23,0.7127068965100802,1744.0,1107.2701706310122,3539,0.3625888931111232,0.451,13
UTA,2023-24,0.7775168400482758,2724.5454545454545,1457.4300771399176,5534,0.2965996299329633,0.378,11
WAS,2015-16,0.5637517359882107,3162.5714285714284,2782.0392498588335,11325,0.44425228759857,0.5,14
WAS,2016-17,0.6053492663032826,3185.230769230769,2571.8423852246215,10449,0.40207392105576034,0.598,13
WAS,2017-18,0.8073273133874902,3855.5,1883.5014600472175,8242,0.26801899162812143,0.524,12
WAS,2018-19,0.6087729824199745,2408.8571428571427,1931.0689436957246,6958,0.42069657895182744,0.39,14
